customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST101033,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,42.84,983.16,No
CUST101034,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.02,313.23,No
CUST101035,Female,0,No,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,788.6,Yes
CUST101036,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,44.52,3093.44,No
CUST101037,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),21.49,523.96,Yes
CUST101038,Male,0,No,No,70,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),18.0,1276.99,No
CUST101039,Male,1,Yes,No,59,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.0,1290.83,No
CUST101040,Female,1,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),18.0,1012.95,No
CUST101041,Female,0,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.62,527.87,Yes
CUST101042,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),46.9,1174.66,No
CUST101043,Female,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,43.47,2864.96,No
CUST101044,Female,0,No,No,49,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),18.0,869.17,No
CUST101045,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.82,3552.07,No
CUST101046,Male,0,Yes,Yes,39,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),18.0,701.32,No
CUST101047,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),53.72,263.32,No
CUST101048,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.27,2149.01,No
CUST101049,Male,0,No,Yes,27,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),19.54,462.44,No
CUST101050,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.18,169.74,No
CUST101051,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),33.1,288.71,No
CUST101052,Female,1,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,46.68,845.59,No
CUST101053,Female,0,No,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),21.66,909.24,No
CUST101054,Female,0,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.0,741.63,No
CUST101055,Male,0,No,Yes,42,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,18.0,699.25,No
CUST101056,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,829.99,Yes
CUST101057,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1113.13,Yes
CUST101058,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.33,,Yes
CUST101059,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),34.25,2003.32,No
CUST101060,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.97,2999.08,No
CUST101061,Female,0,Yes,No,17,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,18.0,261.48,No
CUST101062,Female,1,Yes,Yes,64,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,26.85,1776.27,No
CUST101063,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),42.85,808.25,No
CUST101064,Male,1,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,54.46,2974.3,Yes
CUST101065,Female,0,No,No,53,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,952.73,No
CUST101066,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.4,2396.31,Yes
CUST101067,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.14,1531.82,No
CUST101068,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,19.91,328.3,Yes
CUST101069,Male,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,18.0,283.93,Yes
CUST101070,Male,0,No,No,46,Yes,No,No,,,,,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.24,912.29,No
CUST101071,Male,0,Yes,No,6,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.19,149.58,No
CUST101072,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.73,1279.27,No
CUST101073,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,42.36,1357.9,No
CUST101074,Female,0,No,No,39,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),22.6,937.2,No
CUST101075,Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.08,-36.65,Yes
CUST101076,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,38.84,1683.45,No
CUST101077,Female,0,Yes,No,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.27,1555.93,No
CUST101078,Male,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.75,196.16,No
CUST101079,Female,0,Yes,No,49,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,41.63,2106.78,No
CUST101080,Female,0,No,No,30,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),25.54,706.81,Yes
CUST101081,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.44,144.3,Yes
CUST101082,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,33.85,2189.22,No
CUST101083,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),46.81,2586.82,No
CUST101084,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),49.01,152.93,No
CUST101085,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),18.0,918.89,No
CUST101086,Female,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.12,,Yes
CUST101087,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1352.53,No
CUST101088,Female,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),46.93,2790.43,No
CUST101089,Male,1,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),42.8,269.7,Yes
CUST101090,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,616.29,No
CUST101091,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,283.65,Yes
CUST101092,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.92,225.28,No
CUST101093,Female,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.01,1805.18,No
CUST101094,Male,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,41.17,2756.87,No
CUST101095,Male,1,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,1475.43,No
CUST101096,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),33.5,1509.52,No
CUST101097,Male,0,No,No,59,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),45.06,2689.84,Yes
CUST101098,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,32.93,23.54,No
CUST101099,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.28,1553.62,No
CUST101100,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),28.27,213.12,No
CUST101101,Female,1,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.38,1765.4,No
CUST101102,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),18.0,354.81,No
CUST101103,Female,0,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.4,605.72,No
CUST101104,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),29.33,579.16,No
CUST101105,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.55,2024.68,No
CUST101106,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1313.84,Yes
CUST101107,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.12,1608.36,Yes
CUST101108,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,32.47,374.61,No
CUST101109,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1203.1,Yes
CUST101110,Female,0,No,No,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),18.0,1212.01,No
CUST101111,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),23.18,507.95,No
CUST101112,Male,1,No,No,53,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,37.99,1970.09,No
CUST101113,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,42.21,1172.76,No
CUST101114,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.13,507.39,Yes
CUST101115,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.42,421.73,No
CUST101116,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.55,500.25,No
CUST101117,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,21.41,1578.43,No
CUST101118,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.15,432.41,Yes
CUST101119,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,60.65,2854.94,No
CUST101120,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),46.19,1860.02,No
CUST101121,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),32.99,1949.66,No
CUST101122,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,943.02,No
CUST101123,Female,0,No,No,39,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),49.34,1893.48,Yes
CUST101124,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.01,2747.1,No
CUST101125,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),36.37,173.02,No
CUST101126,Male,0,No,Yes,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.27,184.41,Yes
CUST101127,Male,1,Yes,No,54,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,1084.89,No
CUST101128,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,33.17,2294.96,Yes
CUST101129,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,33.98,-0.02,No
CUST101130,Female,0,Yes,No,6,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),36.52,208.9,No
CUST101131,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.13,172.5,No
CUST101132,Male,1,No,No,16,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,18.0,287.58,No
CUST101133,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.98,2075.32,No
CUST101134,Female,0,No,No,69,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,28.3,1969.81,Yes
CUST101135,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.33,1173.04,Yes
CUST101136,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),29.6,497.33,No
CUST101137,Female,1,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,45.31,,No
CUST101138,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.11,2841.64,No
CUST101139,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,51.26,2535.6,Yes
CUST101140,Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),36.36,1779.11,No
CUST101141,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),44.21,3123.1,Yes
CUST101142,Female,0,No,Yes,42,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,18.0,800.62,No
CUST101143,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,18.0,503.73,No
CUST101144,Male,1,No,No,23,Yes,No,Fiber optic,,,,,Yes,No,One year,No,Credit card (automatic),31.52,690.56,No
CUST101145,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,51.63,1816.3,No
CUST101146,Female,0,No,No,64,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,52.97,3399.17,No
CUST101147,Female,1,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),40.06,2450.09,No
CUST101148,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.28,1486.3,No
CUST101149,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),36.05,588.11,No
CUST101150,Female,0,No,No,64,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,27.73,1899.09,No
CUST101151,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,33.37,1018.54,No
CUST101152,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.63,167.62,No
CUST101153,Female,1,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.8,541.66,Yes
CUST101154,Female,0,No,No,55,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,18.0,940.56,No
CUST101155,Female,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,23.84,1214.53,No
CUST101156,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.62,479.8,No
CUST101157,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),23.65,637.45,No
CUST101158,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,41.55,1517.88,No
CUST101159,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,39.28,870.9,Yes
CUST101160,Female,1,Yes,No,55,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.64,1281.49,No
CUST101161,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,29.41,782.74,No
CUST101162,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1062.63,Yes
CUST101163,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),18.0,941.4,No
CUST101164,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.11,299.94,Yes
CUST101165,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),36.25,307.98,Yes
CUST101166,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),22.16,1312.83,No
CUST101167,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.63,851.96,Yes
CUST101168,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.21,1256.63,Yes
CUST101169,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),49.81,466.18,No
CUST101170,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,303.62,No
CUST101171,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.0,985.32,No
CUST101172,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.59,2840.19,No
CUST101173,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),18.0,1150.82,Yes
CUST101174,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,25.52,-5.94,Yes
CUST101175,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,478.84,No
CUST101176,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1094.9,No
CUST101177,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),49.65,1656.14,No
CUST101178,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),18.6,153.14,No
CUST101179,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,536.77,Yes
CUST101180,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.94,2002.27,No
CUST101181,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,933.91,No
CUST101182,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,25.76,1369.79,No
CUST101183,Female,1,No,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,22.51,1226.48,No
CUST101184,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),18.0,866.05,No
CUST101185,Female,0,No,No,53,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,18.0,918.23,No
CUST101186,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,28.42,815.61,No
CUST101187,Male,1,No,No,23,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,21.6,496.89,Yes
CUST101188,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),24.58,654.67,No
CUST101189,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,31.24,1067.59,No
CUST101190,Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,1038.65,No
CUST101191,Female,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.68,2150.88,Yes
CUST101192,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),36.37,2442.11,No
CUST101193,Female,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,526.27,No
CUST101194,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,20.55,586.83,Yes
CUST101195,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.14,1525.91,No
CUST101196,Female,0,No,Yes,15,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,337.53,No
CUST101197,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.53,738.35,No
CUST101198,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,22.09,186.84,Yes
CUST101199,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,19.66,607.88,No
CUST101200,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),24.75,603.56,No
CUST101201,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.0,685.83,Yes
CUST101202,Male,1,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.0,2425.66,No
CUST101203,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,35.05,88.09,No
CUST101204,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,40.69,1249.74,No
CUST101205,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,18.0,273.94,No
CUST101206,Female,0,No,No,65,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),27.41,1751.06,No
CUST101207,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),18.46,1182.39,No
CUST101208,Male,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.77,,Yes
CUST101209,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),25.47,46.0,Yes
CUST101210,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,49.8,206.1,No
CUST101211,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,25.08,52.33,No
CUST101212,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),22.52,1642.24,No
CUST101213,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,630.1,No
CUST101214,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.51,3180.24,Yes
CUST101215,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,744.08,No
CUST101216,Male,0,No,Yes,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,345.06,No
CUST101217,Female,0,Yes,No,70,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,28.46,2037.06,No
